observation.date,common.name,observation.count,juvenile.count,egg.count,phenological.stage,unclear how many eggs,problematic,breed,behaviour,notes,age.sex,breeding.code,breeding.category,behavior.code,breeding.possibility,sampling.time,survey.id,doy,spec.code,time,num.observers,sampling.effort,effort.multiplier,observers,date,period,year,month,day,survey.num,transect,start.time,end.time,rec.num,end.time.filled,transect.id,scientific.name,locality,protocol.type
2017-06-19,White-crowned Sparrow,1,0,0,pre_nesting,NA,NA,NA,NA,Carrying food.,"Female, Adult (1)",CF,C4,CF,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zonotrichia leucophrys,Qikiqtaruk--Ice Creek--east,Traveling
2017-08-08,Common Eider,6,2,0,nest_w_chicks,NA,NA,NA,NA,2 young,"Female, Adult (1); Unknown Sex, Juvenile (2)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-12,Common Eider,40,3,0,nest_w_chicks,NA,NA,NA,NA,"Includes fem with 3 tiny young, and 2 ad males","Female, Adult (1); Unknown Sex, Juvenile (3); Male, Adult (2)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-04,Common Eider,40,3,0,nest_w_chicks,NA,NA,NA,NA,2 ad fem each with 3 tiny young,"Unknown Sex, Juvenile (3); Female, Adult (2)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-09,Common Eider,18,3,0,nest_w_chicks,NA,NA,NA,NA,"1male, fem with 3 tiny babies","Unknown Sex, Juvenile (3); Female, Adult (1); Male, Adult (1)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-06,Common Eider,20,3,0,nest_w_chicks,NA,NA,NA,NA,Fem with 3 tiny young,"Unknown Sex, Juvenile (3); Female, Adult (1)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-07,Common Redpoll,8,1,0,nest_w_chicks,NA,NA,NA,NA,Ad feeding juv,"Unknown Sex, Adult (1); Unknown Sex, Juvenile (1)",FY,C4,FY,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acanthis flammea,Qikiqtaruk--Ice Creek--east,Traveling
2017-08-16,Horned Lark,1,1,0,nest_w_chicks,NA,NA,NA,NA,Short tailed juv,"Unknown Sex, Juvenile (1)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eremophila alpestris,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2017-08-05,Savannah Sparrow,30,0,0,nest_w_chicks,Y,NA,NA,NA,Families,,CF,C4,CF,Confirmed,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtaruk--Ice Creek--east,Traveling
2018-06-18,American Pipit,2,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--East Gully,Traveling
2018-06-17,American Pipit,1,0,0,nest_w_eggs,NA,NA,NA,NA,"Flushed from nest: one egg, grass cup nest at side of tussock. Not lined.",,NE,C4,NE,Confirmed,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--East Gully,Traveling
2018-06-20,American Pipit,4,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Ice Creek--east,Traveling
2018-06-13,American Pipit,2,0,6,nest_w_eggs,NA,NA,NA,NA,Nest w 6 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthus rubescens,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-06-11,Greater White-fronted Goose,16,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-06-20,Peregrine Falcon,2,0,0,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--southside sea-watch,Stationary
2018-06-15,Peregrine Falcon,2,0,0,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--southside sea-watch,Stationary
2018-06-12,Peregrine Falcon,2,0,0,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--southside sea-watch,Stationary
2018-06-21,Savannah Sparrow,4,0,5,nest_w_eggs,NA,NA,NA,NA,Nest w 5 eggs. Not lined.,,NE,C4,NE,Confirmed,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Passerculus sandwichensis,Qikiqtaruk--Ice Creek--east,Traveling
2018-06-19,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-06-13,Snow Bunting,6,0,0,nest,Y,NA,NA,NA,Female in and out of nest hole on bone house,,ON,C4,ON,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-12,Common Eider,16,6,0,nest_w_chicks,NA,NA,NA,NA,Females w 6 young ,,FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,"(69.5692,-138.9166)Simpson point/Pauline cove",Traveling
2018-08-07,Common Eider,24,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-14,Common Eider,12,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-05,Common Eider,20,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-08,Common Eider,40,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-03,Common Eider,70,15,0,nest_w_chicks,NA,NA,NA,NA,About 15 young,,FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-13,Common Eider,8,6,0,nest_w_chicks,NA,NA,NA,NA,2 fem 6 yng,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-04,Common Eider,20,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-10,Common Eider,24,0,0,NA,NA,NA,NA,NA,,,FL,C4,FL,Confirmed,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,"(69.5692,-138.9166)Simpson point/Pauline cove",Traveling
2018-08-02,Common Eider,22,10,0,nest_w_chicks,NA,NA,NA,NA,2 males; 10 females; 10 tiny young,,FL,C4,FL,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-15,Common Eider,30,4,0,nest_w_chicks,NA,NA,NA,NA,Still 4 young. Mig flock of males,,FL,C4,FL,Confirmed,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-02,Snow Bunting,12,8,0,nest_w_chicks,NA,NA,NA,NA,4 ad feeding 8 young,,FY,C4,FY,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2018-08-03,Snow Bunting,12,0,0,NA,NA,NA,NA,NA,,,FY,C4,FY,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-18,Common Eider,45,0,3,nest_w_eggs,NA,NA,NA,NA,Nest w 3 eggs,,NE,C4,NE,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-11,Greater White-fronted Goose,4,0,4,nest_w_eggs,NA,NA,NA,NA,Ad flushed from nest w 4 eggs; grass & down nest 5 m from east Ice Creek; on grassy lumpy slope.,,NE,C4,NE,Confirmed,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anser albifrons,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-11,Lapland Longspur,14,2,6,nest_w_eggs_chicks,NA,NA,NA,NA,"Nest w 3 eggs on alluvial fan â€” open grassy flats; grass cup nest lined w feathers. Fem flushed. Second nest found w 3 eggs, 2 tiny young. Fem flushed. Grass cup nest lined w feathers on grassy flats.",,NY,C4,NY,Confirmed,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-08,Lapland Longspur,3,0,5,nest_w_eggs,NA,NA,NA,NA,5 eggs,,NE,C4,NE,Confirmed,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calcarius lapponicus,Qikiqtaruk--BBS transect 2,Traveling
2019-06-07,Peregrine Falcon,1,0,0,NA,NA,NA,NA,NA,,,NE,C4,NE,Confirmed,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--southside sea-watch,Stationary
2019-06-10,Peregrine Falcon,2,0,3,nest_w_eggs,NA,NA,NA,NA,Nest w 3 eggs,,NE,C4,NE,Confirmed,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Falco peregrinus,Qikiqtaruk--South Bluff (Simpson Point to Collinson Head),Traveling
2019-06-10,Rough-legged Hawk,3,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4eggs.,,NE,C4,NE,Confirmed,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--east,Traveling
2019-06-10,Rough-legged Hawk,2,0,0,empty_nest,NA,NA,NA,NA,"Nest completed, adults mobbing, but no eggs yet",,ON,C4,ON,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Ice Creek--west,Traveling
2019-06-17,Rough-legged Hawk,2,0,0,nest,Y,NA,NA,NA,Nesters,"Unknown Sex, Adult (2)",ON,C4,ON,Confirmed,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-14,Rough-legged Hawk,2,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs on west bluff Pauline Cove.,,NE,C4,NE,Confirmed,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-10,Rough-legged Hawk,5,0,1,nest_w_eggs,Y,NA,NA,NA,Couldnâ€™t see in nest; 2nd nest had 1 egg,,NE,C4,NE,Confirmed,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buteo lagopus,Qikiqtaruk--Bell Bluff--middle,Traveling
2019-06-08,Sandhill Crane,1,0,2,nest_w_eggs,NA,NA,NA,NA,2 eggs,,NE,C4,NE,Confirmed,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Antigone canadensis,Qikiqtaruk--BBS transect 2,Traveling
2019-06-06,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,Pairs; nest w 4 eggs on gravel spit.,,NE,C4,NE,Confirmed,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-14,Semipalmated Plover,6,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs at tip of Simpson Point,,NE,C4,NE,Confirmed,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-08,Semipalmated Plover,6,0,0,NA,Y,NA,NA,NA,3 pairs,,DD,C4,DD,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-09,Semipalmated Plover,4,0,5,nest_w_eggs,NA,NA,NA,NA,Nest w 5 eggs,,NE,C4,NE,Confirmed,883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charadrius semipalmatus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-16,Semipalmated Sandpiper,6,0,4,nest_w_eggs,NA,NA,NA,NA,Nest w 4 eggs right in camp,,NE,C4,NE,Confirmed,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calidris pusilla,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-18,Snow Bunting,4,0,0,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-19,Snow Bunting,6,0,0,nest_w_chicks,NA,NA,NA,NA,Fem feeding young in nest on bone house,,NY,C4,NY,Confirmed,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-17,Snow Bunting,6,0,0,NA,NA,NA,NA,NA,,,ON,C4,ON,Confirmed,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plectrophenax nivalis,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-07,Snowy Owl,2,0,8,nest_w_eggs,NA,NA,NA,NA,Nest w 8 eggs on ridge along west side of creek. Nest placed on grassy knoll.,,NE,C4,NE,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-11,Snowy Owl,3,0,0,NA,NA,NA,NA,NA,Local ,,ON,C4,ON,Confirmed,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-14,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesters,,ON,C4,ON,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-10,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesters,,ON,C4,ON,Confirmed,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-16,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesters,,ON,C4,ON,Confirmed,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-15,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesters,,ON,C4,ON,Confirmed,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-18,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesting pair,,ON,C4,ON,Confirmed,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-09,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Nesters,,ON,C4,ON,Confirmed,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-06-08,Snowy Owl,2,0,0,nest,Y,NA,NA,NA,Pair at nest found yesterday ,,ON,C4,ON,Confirmed,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-06-13,Snowy Owl,2,0,0,NA,Y,NA,NA,NA,Nesting ,,ON,C4,ON,Confirmed,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-07-29,Canada Goose,40,12,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Adult (14); Unknown Sex, Juvenile (12)",FL,C4,FL,Confirmed,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Branta canadensis,Qikiqtaruk--Orca Cove,Traveling
2019-07-31,Common Eider,65,3,0,nest_w_chicks,NA,Y,NA,NA,Incl fems w 3 broods,,FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-30,Common Eider,30,6,0,nest_w_chicks,NA,NA,NA,NA,Incl fem w 6 small young,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-30,Common Eider,13,0,0,NA,NA,NA,NA,NA,Common breeder here,,FL,C4,FL,Confirmed,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-29,Common Eider,65,15,0,nest_w_chicks,NA,NA,NA,NA,About 2 broods of 15 chicks,"Unknown Sex, Juvenile (15)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-30,Green-winged Teal,6,5,0,nest_w_chicks,NA,NA,NA,NA,Ad w 5 big young,"Female, Adult (1); Unknown Sex, Juvenile (5)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-31,Green-winged Teal,6,5,0,nest_w_chicks,NA,NA,NA,NA,Ad fem w 5 large young,"Female, Adult (1); Unknown Sex, Juvenile (5)",FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-07-30,Snowy Owl,4,3,0,nest_w_chicks,NA,NA,NA,NA,3 big juvs,"Female, Adult (1); Unknown Sex, Juvenile (3)",FL,C4,FL,Confirmed,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bubo scandiacus,Qikiqtaruk--Ice Creek--east,Traveling
2019-08-05,Common Eider,50,0,0,NA,NA,NA,NA,NA,Local,,FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-02,Common Eider,40,2,0,nest_w_chicks,NA,Y,NA,NA,Include 2 broods,,FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-07,Common Eider,34,6,0,nest_w_chicks,NA,Y,NA,NA,Local,"Unknown Sex, Juvenile (6); Female, Adult (3)",FL,C4,FL,Confirmed,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-06,Common Eider,24,1,0,nest_w_chicks,NA,NA,NA,NA,Mom w 1 chick,"Unknown Sex, Juvenile (1); Female, Adult (1)",FL,C4,FL,Confirmed,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-01,Common Eider,65,3,0,nest_w_chicks,NA,NA,NA,NA,Incl 3 broods,,FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-06,Common Eider,12,10,0,nest_w_chicks,NA,NA,NA,NA,2 fem 10 chicks,"Unknown Sex, Juvenile (10); Female, Adult (2)",FL,C4,FL,Confirmed,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somateria mollissima,Qikiqtaruk--East Gully,Traveling
2019-08-11,Green-winged Teal,6,5,0,nest_w_chicks,NA,NA,NA,NA,Famdamily,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-01,Green-winged Teal,6,5,0,nest_w_chicks,NA,NA,NA,NA,Fam,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
2019-08-05,Green-winged Teal,7,5,0,nest_w_chicks,NA,NA,NA,NA,,"Unknown Sex, Juvenile (5); Female, Adult (1)",FL,C4,FL,Confirmed,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anas crecca,Qikiqtaruk--Pauline Cove/Simpson Point,Traveling
